Course,Year,Semester,Subject
BCA,1st,2,Data Structure and Algorithm
BCA,1st,2,Data Structure and Algorithm Lab
BCA,1st,2,Mathematics II
BCA,1st,2,Digital and Analog Communications
BCA,1st,2,Digital and Analog Communications Lab
BCA,1st,2,Modern Indian Language (Bengali/ Hindi)
BCA,1st,2,Interpersonal and soft skill
BCA,1st,2,Environmental Science-II
BCA,1st,2,Digital Transformations
BCA,1st,2,Competitive Coding
BCA,1st,2,MIL BENGALI
BCA,2nd,4,Database Management System
BCA,2nd,4,Database Management System Lab
BCA,2nd,4,Artificial Intelligence
BCA,2nd,4,Artificial Intelligence Lab
BCA,2nd,4,Machine Learning
BCA,2nd,4,Machine Learning Lab
BCA,2nd,4,MIL- Bengali /Hindi II
BCA,2nd,4,Python Programming
BCA,2nd,4,Python Programming Lab
BCA,2nd,4,Communicative English
BCA,2nd,4,Competitive Coding
BCA,3rd,6,THEORY OF COMPUTATION
BCA,3rd,6,MICROPROCESSOR & MICROCONTROLLER
BCA,3rd,6,WEB DESIGN AND DEVELOPMENT
BCA,3rd,6,CRYPTOGRAPHY
BCA,3rd,6,LINUX SYSTEM ADMINISTRATION
BCA,3rd,6,CRYPTOGRAPHY LAB
BCA,3rd,6,WEB DESIGN AND DEVELOPMENT LAB
BCA,3rd,6,LINUX SYSTEM ADMINISTRATION LAB
B.Sc ANCS,1st,2,Data Structure and Algorithm
B.Sc ANCS,1st,2,Data Structure and Algorithm Lab
B.Sc ANCS,1st,2,Networking Fundamentals
B.Sc ANCS,1st,2,Networking Fundamentals Lab
B.Sc ANCS,1st,2,Digital and Analog Communications
B.Sc ANCS,1st,2,Digital and Analog Communications Lab
B.Sc ANCS,1st,2,Modern Indian Language (Bengali/ Hindi)
B.Sc ANCS,1st,2,Interpersonal and soft skill
B.Sc ANCS,1st,2,Environmental Science-II
B.Sc ANCS,1st,2,Digital Transformations
B.Sc ANCS,1st,2,MIL BENGALI
B.Sc ANCS,2nd,4,Cryptography
B.Sc ANCS,2nd,4,Cryptography Lab
B.Sc ANCS,2nd,4,Operating System
B.Sc ANCS,2nd,4,Operating System Lab
B.Sc ANCS,2nd,4,Machine Learning
B.Sc ANCS,2nd,4,Machine Learning Lab
B.Sc ANCS,2nd,4,Mil-Bengali/Hindi II
B.Sc ANCS,2nd,4,Programming in Python Programming
B.Sc ANCS,2nd,4,Programming in Python Lab
B.Sc ANCS,3rd,6,WINDOWS SERVER ADMINISTRATION
B.Sc ANCS,3rd,6,AUDITING IT INFRASTRUCTURE FOR COMPLIANCE
B.Sc ANCS,3rd,6,INTRUSION DETECTION AND PREVENTION SYSTEM
B.Sc ANCS,3rd,6,DIGITAL FORENSIC
B.Sc ANCS,3rd,6,PENETRATION TESTING
B.Sc ANCS,3rd,6,WINDOWS SERVER ADMINISTRATION LAB
B.Sc ANCS,3rd,6,DIGITAL FORENSIC LAB
B.Sc ANCS,3rd,6,PENETRATION TESTING LAB
B.Tech CSE,2nd,4,Computer Architecture
B.Tech CSE,2nd,4,Design & Analysis of Algorithms
B.Tech CSE,2nd,4,Discrete Mathematics
B.Tech CSE,2nd,4,Formal Language & Automata Theory
B.Tech CSE,2nd,4,Biology
B.Tech CSE,2nd,4,Environmental Science
B.Tech CSE,2nd,4,Competitive Coding
B.Tech CSE,3rd,6,Database Management System
B.Tech CSE,3rd,6,Computer Networks
B.Tech CSE,3rd,6,VLSI and Microelectronics
B.Tech CSE,3rd,6,Data Warehousing & Data Mining
B.Tech CSE,3rd,6,Numerical Methods
B.Tech CSE,3rd,6,Research Methodology
B.Tech CSE,3rd,6,Competitive Coding
B.Tech CSE,4th,8,Big Data Analysis
B.Tech CSE,4th,8,NLP
B.Tech CSE,4th,8,Economic Policy In India
B.Tech CSE,4th,8,Deep Learning
B.Tech CSE,4th,8,"AI Ethics, Explainable AI and Responsible"
B.Tech CSE,4th,8,INTERNET OF THINGS
B.Tech CSE,4th,8,WEB AND INTERNET TECHNOLOGY
B.Tech CSE,4th,8,CRYPTOGRAPHY AND NETWORK SECURITY
B.Tech CSE,4th,8,SIGNAL AND NETWORK
B.Tech CSE,4th,8,Cyber Forensics and Incident Response
B.Tech CSE,4th,8,Advanced Network and Web Security
B.Tech CSE,4th,8,Cyber Law Ethics and Digital Rights
B.Tech CSE,1st,2,Chemistry - I
B.Tech CSE,1st,2,Mathematics IIA
B.Tech CSE,1st,2,Programming for Problem Solving
B.Tech CSE,1st,2,English
B.Tech CSE,1st,2,Engineering Graphics & Design
B.Tech CSE,1st,2,Physics-I
B.Tech DS,3rd,6,Big Data Analysis
B.Tech DS,3rd,6,Artificial Intelligence
B.Tech DS,3rd,6,Data Communication and Computer Networks
B.Tech DS,3rd,6,Big Data Technology
B.Tech DS,3rd,6,Vlsi and Microelectronics
B.Tech DS,3rd,6,Data Warehousing
B.Tech DS,3rd,6,Numerical Methods
B.Tech DS,3rd,6,Artificial Intelligence Lab
B.Tech DS,3rd,6,Data Communication and Computer Networks Lab
B.Tech DS,3rd,6,Big Data Technology and OLAP Lab
B.Tech DS,3rd,6,Research Methodology
B.Tech DS,2nd,4,Discrete Mathematics
B.Tech DS,2nd,4,Database Management System
B.Tech DS,2nd,4,Formal Language & Automata Theory
B.Tech DS,2nd,4,Design & Analysis of Algorithms
B.Tech DS,2nd,4,Data Mining
B.Tech DS,2nd,4,Biology
B.Tech DS,2nd,4,Environmental Science
B.Tech DS,2nd,4,Database Management System Lab
B.Tech DS,2nd,4,Design & Analysis of Algorithms Lab
B.Tech DS,2nd,4,Data Mining Lab
B.Tech DS,2nd,4,Educational Technology
B.Tech DS,4th,8,Big Data Analysis
B.Tech DS,4th,8,Quantum Cryptography and Network Security
B.Tech DS,4th,8,Business Analytics
M.A in Education,1st,2,Philosophical Foundations of Education II
M.A in Education,1st,2,Sociological Foundations of Education II
M.A in Education,1st,2,Psychological Foundations of Education II
M.A in Education,1st,2,Research Methods in Education II
M.A in Education,1st,2,Methods of Data Analysis in Education II
M.A in Education,1st,2,Skill Development
M.A in Education,2nd,4,Curriculum Studies
M.A in Education,2nd,4,Development of Indian Education II
M.A in Education,2nd,4,Special Education II
M.A in Education,2nd,4,Mental Hygiene and Education
M.A in Education,2nd,4,Skill Development
M.A in Education,2nd,4,Educational Technology
Diploma CST,3rd,6,Software Testing
Diploma CST,3rd,6,Indian constitution
Diploma CST,3rd,6,Cloud Computing
Diploma CST,3rd,6,Advanced Java
Diploma CST,1st,2,MATHEMATICS(DEMA 202)
Diploma CST,1st,2,Introduction to IT system
Diploma CST,1st,2,Fundamentals of Electrical and Electronics
Diploma CST,1st,2,Applied physics II
Diploma CST,1st,2,Engineering Mechanics
Diploma CST,2nd,4,Essence Of Indian Knowledge And Tradition
Diploma CST,2nd,4,Web Technologies
Diploma CST,2nd,4,Principal Of Virtual Reality
Diploma CST,2nd,4,Database Management System
Diploma CST,2nd,4,Operating System
Diploma CST,2nd,4,Computer Networks
B.Sc Agriculture,1st,2,Skill Enhancement course-III
B.Sc Agriculture,1st,2,Skill Enhancement course-IV
B.Sc Agriculture,1st,2,Personality Development
B.Sc Agriculture,1st,2,Environmental Studies and Disaster Management
B.Sc Agriculture,1st,2,Soil Fertility Management
B.Sc Agriculture,1st,2,Fundamentals of Entomology
B.Sc Agriculture,1st,2,Livestock and Poultry Management
B.Sc Agriculture,1st,2,Fundamentals of Plant Pathology
B.Sc Agriculture,2nd,4,Crop Production Technology-II (Rabi Crops)
B.Sc Agriculture,2nd,4,"Production Technology for Ornamental Crops, Map and Landscaping"
B.Sc Agriculture,2nd,4,Principles of Seed Technology
B.Sc Agriculture,2nd,4,Renewable Energy and Green Technology
B.Sc Agriculture,2nd,4,Problematic Soils and their Management
B.Sc Agriculture,2nd,4,Production Technology for Fruit and Plantation Crops
B.Sc Agriculture,2nd,4,Agricultural Marketing Trade & Prices
B.Sc Agriculture,2nd,4,Farming System & Sustainable Agriculture
B.Sc Agriculture,2nd,4,Introductory Agro Meteorology & Climate Change
B.Sc Agriculture,2nd,4,Biopesticides & Biofertilizers
B.Sc Agriculture,2nd,4,AgriBusiness Management
B.Sc Agriculture,2nd,4,Commercial Plant Breeding
B.Sc Agriculture,2nd,4,Weed Management
B.Sc Agriculture,3rd,6,Rainfed Agriculture and Watershed Management
B.Sc Agriculture,3rd,6,Protected Cultivation and Secondary Agriculture
B.Sc Agriculture,3rd,6,Diseases of Field and Horticultural Crops and their Management II
B.Sc Agriculture,3rd,6,Post harvest Management and Value Addition of Fruits and Vegetables
B.Sc Agriculture,3rd,6,Management of Beneficial Insects
B.Sc Agriculture,3rd,6,Crop Improvement II
B.Sc Agriculture,3rd,6,Practical Crop Production II
B.Sc Agriculture,3rd,6,Principles of Organic Farming
B.Sc Agriculture,3rd,6,Farm Management Production and Resource Economics
B.Sc Agriculture,3rd,6,Principles of Food Science and Nutrition
B.Sc Agriculture,3rd,6,Micro propagation Technologies
B.Sc Agriculture,3rd,6,Hi tech Horticulture
B.Sc Agriculture,3rd,6,System Simulation and Agro advisory
B.Sc Agriculture,3rd,6,Agricultural Journalism
Diploma Civil Engineering,1st,2,Introduction to IT system
Diploma Civil Engineering,1st,2,Fundamentals of Electrical and Electronics
Diploma Civil Engineering,1st,2,Applied physics II
Diploma Civil Engineering,1st,2,Engineering Mechanics
Diploma Civil Engineering,1st,2,Mathematics II
Diploma Civil Engineering,2nd,4,Hydraulics
Diploma Civil Engineering,2nd,4,Advanced Surveying
Diploma Civil Engineering,2nd,4,Theory of Structure
Diploma Civil Engineering,2nd,4,Building Planning &Drawing
Diploma Civil Engineering,2nd,4,Water Resource Engineering
Diploma Civil Engineering,2nd,4,Transportation Engineering
Diploma Civil Engineering,2nd,4,Elective - I (Construction Management)
Diploma Civil Engineering,3rd,6,Design of Steel Structure
Diploma Civil Engineering,3rd,6,Public Health Engineering
Diploma Civil Engineering,3rd,6,Elective IV (Repair and maintenance of structure)
Diploma Civil Engineering,3rd,6,Indian Constitution
Diploma Electrical Engineering,1st,2,Applied Physics II
Diploma Electrical Engineering,1st,2,Engineering Mechanics
Diploma Electrical Engineering,1st,2,Mathematics II
Diploma Electrical Engineering,1st,2,Fundamentals of Electrical & Electronics Engineering
Diploma Electrical Engineering,1st,2,Introduction to IT Systems
Diploma Electrical Engineering,1st,2,Environmental Science
Diploma Electrical Engineering,1st,2,Introduction to IT Systems Lab
Diploma Electrical Engineering,1st,2,Applied Physics II Lab
Diploma Electrical Engineering,1st,2,Engineering Mechanics Lab
Diploma Electrical Engineering,1st,2,Fundamentals of Electrical & Electronics Engineering Lab
Diploma Electrical Engineering,1st,2,Fundamental of Electrical & Electronics Engineering
Diploma Electrical Engineering,1st,2,Introduction to IT system
Diploma Electrical Engineering,2nd,4,"Induction, Synchronous and Special Electrical Machines"
Diploma Electrical Engineering,2nd,4,Fundamentals of Power Electronics
Diploma Electrical Engineering,2nd,4,Electric Power Transmission and Distribution
Diploma Electrical Engineering,2nd,4,Industrial Instrumentation and Condition Monitoring
Diploma Electrical Engineering,2nd,4,Industrial Drives
Diploma Electrical Engineering,2nd,4,Essence of Indian Knowledge and Tradition
Diploma Electrical Engineering,2nd,4,Fundamentals of Power Electronics Laboratory
Diploma Electrical Engineering,2nd,4,Electric Power Transmission and Distribution Laboratory
Diploma Electrical Engineering,2nd,4,"Induction, Synchronous and Special Electrical Machines Laboratory"
Diploma Electrical Engineering,2nd,4,Industrial Instrumentation and Condition Monitoring Laboratory
Diploma Electrical Engineering,2nd,4,Industrial Drives Laboratory
Diploma Electrical Engineering,2nd,4,Fundamentals of Power Electronics
Diploma Electrical Engineering,2nd,4,Fundamentals of Power Electronics Laboratory
Diploma Electrical Engineering,2nd,4,Electric Power Transmission and Distribution
Diploma Electrical Engineering,2nd,4,Electric Power Transmission and Distribution Laboratory
Diploma Electrical Engineering,2nd,4,"Induction, Synchronous and Special Electrical Machines"
Diploma Electrical Engineering,2nd,4,"Induction, Synchronous and Special Electrical Machines Laboratory"
Diploma Electrical Engineering,2nd,4,Industrial Instrumentation and Condition Monitoring
Diploma Electrical Engineering,2nd,4,Industrial Instrumentation and Condition Monitoring Laboratory
Diploma Electrical Engineering,2nd,4,Electrical Testing and Commissioning
Diploma Electrical Engineering,2nd,4,Electrical Testing and Commissioning Lab
Diploma Electrical Engineering,2nd,4,Minor Project
Diploma Electrical Engineering,2nd,4,Essence of Indian Knowledge and Tradition
Diploma Electrical Engineering,3rd,6,Building Electrification
Diploma Electrical Engineering,3rd,6,Switchgear & Protection
Diploma Electrical Engineering,3rd,6,Electric Vehicles
Diploma Electrical Engineering,3rd,6,Indian Constitution
Diploma Electrical Engineering,3rd,6,Entrepreneurship and Start -UPS
Diploma Electrical Engineering,3rd,6,Building Electrification Laboratory
Diploma Electrical Engineering,3rd,6,Major Project
Diploma Electrical Engineering,3rd,6,Building Electrification
Diploma Electrical Engineering,3rd,6,Building Electrification Laboratory
Diploma Electrical Engineering,3rd,6,Entrepreneurship and Start-ups
Diploma Electrical Engineering,3rd,6,Solar Power Technologies
Diploma Electrical Engineering,3rd,6,Electric Vehicles
Diploma Electrical Engineering,3rd,6,Indian Constitution
Diploma Electrical Engineering,3rd,6,Major Project
Diploma Electrical Engineering,3rd,6,Seminar
Diploma Mechanical Engineering,1st,2,Applied Physics II
Diploma Mechanical Engineering,1st,2,Engineering Mechanics
Diploma Mechanical Engineering,1st,2,Mathematics II
Diploma Mechanical Engineering,1st,2,Fundamentals of Electrical & Electronics Engineering
Diploma Mechanical Engineering,1st,2,Introduction to IT Systems
Diploma Mechanical Engineering,1st,2,Environmental Science
Diploma Mechanical Engineering,1st,2,Introduction to IT Systems Lab
Diploma Mechanical Engineering,1st,2,Applied Physics II Lab
Diploma Mechanical Engineering,1st,2,Engineering Mechanics Lab
Diploma Mechanical Engineering,1st,2,Fundamentals of Electrical & Electronics Engineering Lab
Diploma Mechanical Engineering,1st,2,Object Oriented Programming with JAVA
Diploma Mechanical Engineering,1st,2,Introduction to IT system
Diploma Mechanical Engineering,1st,2,Mathematics II
Diploma Mechanical Engineering,2nd,4,Measurements & Metrology
Diploma Mechanical Engineering,2nd,4,Strength of Materials
Diploma Mechanical Engineering,2nd,4,Thermal Engineering - II
Diploma Mechanical Engineering,2nd,4,Elective I Tool Engineering
Diploma Mechanical Engineering,2nd,4,Elective II Heat Transfer
Diploma Mechanical Engineering,2nd,4,Essence of Indian Knowledge and Tradition
Diploma Mechanical Engineering,2nd,4,Material Testing Lab
Diploma Mechanical Engineering,2nd,4,Measurements & Metrology Lab
Diploma Mechanical Engineering,2nd,4,Thermal Engineering Lab-II
Diploma Mechanical Engineering,3rd,6,Design of Machine Elements
Diploma Mechanical Engineering,3rd,6,Production & Operations Management
Diploma Mechanical Engineering,3rd,6,Entrepreneurship and Start-UPS
Diploma Mechanical Engineering,3rd,6,Generic Elective II Material Handling Systems
Diploma Mechanical Engineering,3rd,6,Generic Elective III Farm Equipment & Farm Machinery
Diploma Mechanical Engineering,3rd,6,Indian Constitution
MCA,1st,2,Computer Networks
MCA,1st,2,Data Structure with Python
MCA,1st,2,Operating System
MCA,1st,2,Computer Graphics
MCA,1st,2,OOPS with Java
MCA,1st,2,Competitive Coding
MCA,2nd,4,Evolutionary Algorithm
MCA,2nd,4,Compressive Viva-voce
MCA,2nd,4,Major Project and Viva-voce
Bachelor of Physiotherapy,1st,2,Applied Human Anatomy
Bachelor of Physiotherapy,1st,2,Physiotherapy Law and ethics
Bachelor of Physiotherapy,1st,2,Biochemistry
Bachelor of Physiotherapy,1st,2,Environmental Sciences
Bachelor of Physiotherapy,1st,2,Applied Human Anatomy
Bachelor of Physiotherapy,1st,2,Applied Human Physiology
Bachelor of Physiotherapy,2nd,4,Introduction To Healthcare Delivery System in India
Bachelor of Physiotherapy,2nd,4,Fundamental Of Exercise Therapy
Bachelor of Physiotherapy,2nd,4,Fundamentals of Electrotherapy
Bachelor of Physiotherapy,2nd,4,Applied Biomechanics and Kinesiology
Bachelor of Physiotherapy,2nd,4,Sociology
Bachelor of Physiotherapy,3rd,6,Orthopedics & Traumatology Practical
Bachelor of Physiotherapy,3rd,6,General Medicine and Cardio Thoracic Condition and Pediatrics
Bachelor of Physiotherapy,3rd,6,"General Surgery including Cardio Thoracic Surgery, Plastic Surgery, Obstetrics and Gynecology"
Bachelor of Physiotherapy,3rd,6,"General Surgery including Cardio Thoracic Surgery, Plastic Surgery, Obstetrics and Gynecology Pract"
Bachelor of Physiotherapy,3rd,6,General Medicine and Cardio Thoracic Condition and Pediatrics- Practical
Bachelor of Physiotherapy,4th,8,Physiotherapy in Orthopedics
Bachelor of Physiotherapy,4th,8,Community Based Rehabilitation
Bachelor of Physiotherapy,4th,8,Physiotherapy in Neurology and Neurosurgery
Bachelor of Physiotherapy,4th,8,Research Methodology & Biostatistics
Bachelor of Physiotherapy,4th,8,Clinical Education II
B.Sc Optometry,1st,2,Ocular Anatomy
B.Sc Optometry,1st,2,Ocular Physiology
B.Sc Optometry,1st,2,Ocular Biochemistry
B.Sc Optometry,1st,2,Optics II
B.Sc Optometry,1st,2,Ocular Anatomy Lab
B.Sc Optometry,1st,2,Ocular Physiology Lab
B.Sc Optometry,1st,2,Ocular Biochemistry Lab
B.Sc Optometry,1st,2,Optics II Lab
B.Sc Optometry,1st,2,Visual Optics-I Lab
B.Sc Optometry,1st,2,Clinical Optometry-I
B.Sc Optometry,1st,2,Environmental Science
B.Sc Optometry,1st,2,Applied Fundamentals Of Computer
B.Sc Optometry,1st,2,Applied Fundamentals Of Computer Lab
B.Sc Optometry,1st,2,Visual Optics I
B.Sc Optometry,2nd,4,Dispensing Optics II
B.Sc Optometry,2nd,4,Visual Optics III
B.Sc Optometry,2nd,4,Ocular Disease II
B.Sc Optometry,2nd,4,Ocular Microbiology and Pathology
B.Sc Optometry,2nd,4,Basic and Ocular Pharmacology
B.Sc Optometry,2nd,4,Clinical optometry III
B.Sc Optometry,2nd,4,Introduction to Quality & Patient safety
B.Sc Optometry,2nd,4,Digital Marketing
B.Sc Optometry,2nd,4,Digital Marketing Lab
B.Sc Optometry,3rd,6,Public Health & Community Optometry
B.Sc Optometry,3rd,6,Professional Practice Management
B.Sc Optometry,3rd,6,Occupational Optometry
B.Sc Optometry,3rd,6,Medical Law and Ethics
B.Sc Optometry,3rd,6,Medical Psychology and Patient Counselling
B.Sc Optometry,3rd,6,Contact Lens II
B.Sc Optometry,3rd,6,Binocular Vision II
B.Sc Optometry,3rd,6,Project Work
B.Sc Optometry,3rd,6,Clinical Optometry
LLB Hons.,1st,2,Special Contract
LLB Hons.,1st,2,Constitutional Law 1
LLB Hons.,1st,2,Family Law-I
LLB Hons.,1st,2,Administrative Law
LLB Hons.,1st,2,Law Of Crimes-II
LLB Hons.,1st,2,Code Of Civil procedure & Limitation Law
B.A LL.B.(Hons.),1st,2,Special Contract
B.A LL.B.(Hons.),1st,2,English-II
B.A LL.B.(Hons.),1st,2,Family Law-I
B.A LL.B.(Hons.),1st,2,Economics -I
B.A LL.B.(Hons.),1st,2,Sociology-II
B.A LL.B.(Hons.),1st,2,Political SCience-II
BBA LL.B.(Hons.),1st,2,Family Law-I
BBA LL.B.(Hons.),1st,2,Special Contract
BBA LL.B.(Hons.),1st,2,Quantative Analysis
BBA LL.B.(Hons.),1st,2,English-II
BBA LL.B.(Hons.),1st,2,Business Statistics
BBA LL.B.(Hons.),1st,2,Business Environment
BSc Biotechnology,1st,2,Mammalian Physiology
BSc Biotechnology,1st,2,Cell Biology
BSc Biotechnology,1st,2,Basics of Life Skill Education
BSc Biotechnology,1st,2,Modern Indian Language (Bengali/ Hindi)
BSc Biotechnology,1st,2,Environmental Science II
BSc Biotechnology,1st,2,General Microbiology
BSc Biotechnology,1st,2,Mammalian Physiology Lab
BSc Biotechnology,1st,2,Cell Biology Lab
BSc Biotechnology,1st,2,Digital Transformation
BSc Biotechnology,1st,2,Recombinant DNA Technology
BSc Biotechnology,1st,2,Recombinant DNA Technology Lab
BSc Biotechnology,1st,2,Immunology
BSc Biotechnology,1st,2,Biostatistics
BSc Biotechnology,1st,2,Clinical Data Management (CDM)
BSc Biotechnology,1st,2,MIL Hindi
BSc Biotechnology,1st,2,Modern Indian Language Bengali
BSc Biotechnology,2nd,4,Recombinant DNA Technology
BSc Biotechnology,2nd,4,Modern Indian Language
BSc Biotechnology,2nd,4,Drug Designing & Development
BSc Biotechnology,2nd,4,Immunology
BSc Biotechnology,2nd,4,Immunology Lab
BSc Biotechnology,2nd,4,Recombinant DNA Technology Lab
BSc Biotechnology,2nd,4,Bioinformatics
BSc Biotechnology,2nd,4,Modern Indian Language
BSc Biotechnology,2nd,4,Bioinformatics Lab
BSc Biotechnology,3rd,6,Biosafety and Bioethics
BSc Biotechnology,3rd,6,Animal Biotechnology
BSc Biotechnology,3rd,6,Plant Biotechnology
BSc Biotechnology,3rd,6,Plant Biotechnology Lab
BSc Biotechnology,3rd,6,Animal Biotechnology Lab
BSc Biotechnology,3rd,6,Microbial Biotechnology
BSc Biotechnology,3rd,6,Microbial Biotechnology Lab
BSc Biotechnology,3rd,6,Bioethics & Biosafety
BSc Biotechnology,3rd,6,Active Pharmaceutical Ingredient API Production
Msc Biotechnology,1st,2,Metabolism
Msc Biotechnology,1st,2,Immunology
Msc Biotechnology,1st,2,Genetics
Msc Biotechnology,1st,2,Recombinant DNA Technology
Msc Biotechnology,1st,2,Biostatistics
Msc Biotechnology,1st,2,Diversity of life forms and environmental application
Msc Biotechnology,1st,2,Metabolism Lab
Msc Biotechnology,1st,2,Immunology Lab
Msc Biotechnology,1st,2,Ecology and Environmental Studies
Msc Biotechnology,1st,2,Active Pharmaceutical Ingredient (API) Production
Msc Biotechnology,1st,2,Clinical Data Management
Msc Biotechnology,2nd,4,"Medical Biotechnology, IPR, Biosafety & Bioethics"
Msc Biotechnology,2nd,4,Bioprocess Engineering & Microbial Technology
Msc Biotechnology,2nd,4,Plant Biotechnology
Msc Biotechnology,2nd,4,Bioinformatics
Msc Biotechnology,2nd,4,Plant Biotechnology Lab
Msc Biotechnology,2nd,4,Medical Scribing and Medical Coding
Msc Biotechnology,2nd,4,Computational Aptitude & Bioinformatics
Msc Biotechnology,2nd,4,Computational Aptitude & Bioinformatics Lab
B.Tech in Agricultural Engineering,3rd,6,Computer Programming and Data Structures
B.Tech in Agricultural Engineering,3rd,6,Farm Machinery and Equipment II
B.Tech in Agricultural Engineering,3rd,6,Post Harvest Engineering of Horticultural Crops
B.Tech in Agricultural Engineering,3rd,6,Water Harvesting and Soil Conservation Structures
B.Tech in Agricultural Engineering,3rd,6,"Groundwater, Wells and Pumps"
B.Tech in Agricultural Engineering,3rd,6,Dairy and Food Engineering
B.Tech in Agricultural Engineering,3rd,6,Bio-energy Systems Design and application
B.Tech in Agricultural Engineering,4TH,8,Remote Sensing and GIS Applications
B.Tech in Agricultural Engineering,4TH,8,Precision Farming Techniques for Protected Cultivation
B.Tech in Agricultural Engineering,4TH,8,Water Quality and Management Measures
M.Sc. in Agriculture,1st,2,Conservation Agriculture
M.Sc. in Agriculture,1st,2,Agronomy of major Cereals and Pulses
M.Sc. in Agriculture,1st,2,"Agronomy of oilseed, fibre and sugar crops"
M.Sc. in Agriculture,1st,2,"Agronomy of medicinal, aromatic & underutilized crops"
M.Sc. in Agriculture,1st,2,Agronomy of fodder and forage crops
M.Sc. in Agriculture,1st,2,Agrostology and Agro- Forestry
M.Sc. in Agriculture,1st,2,Intellectual property and its management in agriculture
M.Sc. in Agriculture,1st,2,Basic concepts in laboratory techniques
M.Sc. in Agriculture,1st,2,"Agricultural research, research ethics and rural development programmes"
M.Sc. in Agriculture,1st,2,Statistical Methods for Applied Sciences/ Basic Biochemistry (Supporting Course)
M.Sc. in Agriculture,1st,2,Soil erosion and conservation (Minor Course)
B.Tech Mechanical Engineering,1st,2,Chemistry - I
B.Tech Mechanical Engineering,1st,2,Mathematics IIB
B.Tech Mechanical Engineering,1st,2,Programming for Problem Solving
B.Tech Mechanical Engineering,1st,2,English
B.Tech Mechanical Engineering,1st,2,Chemistry I Laboratory
B.Tech Mechanical Engineering,1st,2,Programming for Problem Solving Laboratory
B.Tech Mechanical Engineering,1st,2,Engineering Graphics & Design
B.Tech Mechanical Engineering,1st,2,Language Laboratory
B.Tech Mechanical Engineering,2nd,4,Materials Engineering
B.Tech Mechanical Engineering,2nd,4,Applied Thermodynamics
B.Tech Mechanical Engineering,2nd,4,Fluid Mechanics & Fluid Machines
B.Tech Mechanical Engineering,2nd,4,Strength of Materials
B.Tech Mechanical Engineering,2nd,4,Metrology and Instrumentation
B.Tech Mechanical Engineering,2nd,4,Environmental Science
B.Tech Mechanical Engineering,2nd,4,Manufacturing Processes - I Laboratory
B.Tech Mechanical Engineering,2nd,4,Machine Drawing- I
B.Tech Mechanical Engineering,3rd,6,Manufacturing Technology
B.Tech Mechanical Engineering,3rd,6,Design of Machine Elements
B.Tech Mechanical Engineering,3rd,6,Elective-I Refrigeration and Air Conditioning
B.Tech Mechanical Engineering,3rd,6,Elective-II Principles and Practices of Management
B.Tech Mechanical Engineering,3rd,6,Operations Research
B.Tech Mechanical Engineering,3rd,6,Constitution of India
B.Tech Mechanical Engineering,4th,8,Elective VI Analysis and Performance of Fluid Mechines
B.Tech Mechanical Engineering,4th,8,Elective V 3D Printing and Design
B.Tech Mechanical Engineering,4th,8,Generic Elective II Automation & Control
